method,solver_params,pp_params_str,N,T,c,expected_res,nᵣ,objective,res_budget_μ,mean_r,median_r,min_r,max_r,mean_u,median_u,min_u,max_u,mean_nₛ,median_nₛ,min_nₛ,max_nₛ,mean_nᵣ,median_nᵣ,min_nᵣ,max_nᵣ,mean_time,median_time,min_time,max_time,mean_bytes,median_bytes,min_bytes,max_bytes,n_iterations,rng,reuse_tree,exploration_constant,depth
mcts_vanilla_depth=5_exploration_constant=50.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0xc24ef6e8bbc2cefc, 0x6b439ffcd9852fee, 0xdf57036584ba95fc, 0xfc103ab0cc8df1cb), :reuse_tree => true, :exploration_constant => 50.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.16,30.0,8.0,44.0,7.99,8.0,2,12,6.97,7.0,2,10,17.5,17.5,10,23,0.21140624852,0.2106796035,0.182615595,0.258118236,830956.96,266032.0,163552,19717392,1500,"Xoshiro(0xc24ef6e8bbc2cefc, 0x6b439ffcd9852fee, 0xdf57036584ba95fc, 0xfc103ab0cc8df1cb)",true,50.0,5
mcts_vanilla_depth=5_exploration_constant=50.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x917c780b2e2d571f, 0x04972ece0383ef1a, 0xc31b2f0ffe4b6b4a, 0x8b1ef71584dea3ed), :reuse_tree => true, :exploration_constant => 50.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.28,28.0,10.0,44.0,8.16,8.0,3,12,7.04,7.0,3,11,17.5,17.5,10,23,0.14193850833000002,0.1403887905,0.120392286,0.19742945,903221.2,256720.0,161728,19364208,1000,"Xoshiro(0x917c780b2e2d571f, 0x04972ece0383ef1a, 0xc31b2f0ffe4b6b4a, 0x8b1ef71584dea3ed)",true,50.0,5
mcts_vanilla_depth=5_exploration_constant=30.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x6a645be3ab1d4fdb, 0x20ec269c6b67e6d2, 0x166654a83adeeb6c, 0x11083b6a4f11d0a6), :reuse_tree => true, :exploration_constant => 30.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.14,28.0,10.0,46.0,8.06,8.0,3,13,6.98,7.0,3,11,17.5,17.5,10,23,0.11214596225,0.1114687125,0.097019143,0.166225842,822050.0,262144.0,158272,19339440,800,"Xoshiro(0x6a645be3ab1d4fdb, 0x20ec269c6b67e6d2, 0x166654a83adeeb6c, 0x11083b6a4f11d0a6)",true,30.0,5
mcts_vanilla_depth=5_exploration_constant=30.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0xf5b79b2e1da558e1, 0xf5799499510ac221, 0x53a7fece0714af52, 0xc7e3bb50ffac26e1), :reuse_tree => true, :exploration_constant => 30.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.46,30.0,8.0,46.0,8.27,8.0,3,12,7.18,7.0,3,11,17.5,17.5,10,23,0.08323736703,0.0830012095,0.070609112,0.113384672,802327.76,259936.0,158560,19422672,600,"Xoshiro(0xf5b79b2e1da558e1, 0xf5799499510ac221, 0x53a7fece0714af52, 0xc7e3bb50ffac26e1)",true,30.0,5
mcts_vanilla_depth=5_exploration_constant=30.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x7803f00fd5e24211, 0xc894554108d2b0fb, 0x8c0d80646c47c498, 0xbf0d290021ab26ec), :reuse_tree => true, :exploration_constant => 30.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.9,28.0,12.0,44.0,8.41,8.0,4,12,7.2,7.0,4,11,17.5,17.5,10,23,0.05885261557000001,0.0549701945,0.047828439,0.424840212,866233.76,282736.0,157888,19387248,400,"Xoshiro(0x7803f00fd5e24211, 0xc894554108d2b0fb, 0x8c0d80646c47c498, 0xbf0d290021ab26ec)",true,30.0,5
mcts_vanilla_depth=5_exploration_constant=30.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0xac0767df7e3907b0, 0x37f693e78c0ecdde, 0xae34f019fa732686, 0xa2254621a4473ee7), :reuse_tree => true, :exploration_constant => 30.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.78,30.0,8.0,46.0,7.87,8.0,2,12,6.86,7.0,2,11,17.5,17.5,10,23,0.2839845858,0.2842695125,0.238688883,0.345107906,861247.36,265792.0,161056,19471152,2000,"Xoshiro(0xac0767df7e3907b0, 0x37f693e78c0ecdde, 0xae34f019fa732686, 0xa2254621a4473ee7)",true,30.0,5
mcts_vanilla_depth=5_exploration_constant=30.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0xb85c7f69cbf82356, 0xc5723b7187464275, 0xb5d1eaa4b781bb59, 0x324bd5f84fd2f8e6), :reuse_tree => true, :exploration_constant => 30.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.24,28.0,8.0,46.0,8.0,8.0,2,12,6.88,7.0,2,11,17.5,17.5,10,23,0.21385061828,0.21319800249999998,0.179675257,0.270171065,839334.88,285808.0,159520,19574928,1500,"Xoshiro(0xb85c7f69cbf82356, 0xc5723b7187464275, 0xb5d1eaa4b781bb59, 0x324bd5f84fd2f8e6)",true,30.0,5
mcts_vanilla_depth=5_exploration_constant=30.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0xbbde764ab9a732b8, 0xccfa862413b31534, 0xd2ee909349776a47, 0x268312d14ebb423e), :reuse_tree => true, :exploration_constant => 30.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.24,30.0,10.0,44.0,8.21,8.0,3,14,7.02,7.0,3,12,17.5,17.5,10,23,0.14020633825000003,0.138297503,0.118123412,0.194068862,893777.68,266128.0,157888,19409424,1000,"Xoshiro(0xbbde764ab9a732b8, 0xccfa862413b31534, 0xd2ee909349776a47, 0x268312d14ebb423e)",true,30.0,5
mcts_vanilla_depth=5_exploration_constant=25.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0xdfcf5c365b4ac6d6, 0x3e8684662469edba, 0x3bb8966ab7caad44, 0x245ba8bf8c077b8c), :reuse_tree => true, :exploration_constant => 25.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.78,28.0,8.0,44.0,8.08,8.0,2,12,7.01,7.0,2,10,17.5,17.5,10,23,0.11425688205000001,0.113258307,0.091235645,0.17442992,827198.48,252208.0,160384,19318800,800,"Xoshiro(0xdfcf5c365b4ac6d6, 0x3e8684662469edba, 0x3bb8966ab7caad44, 0x245ba8bf8c077b8c)",true,25.0,5
mcts_vanilla_depth=5_exploration_constant=25.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0xcc1232e6d13f1f99, 0x7aa90e6200340812, 0x65773e75bff10ec2, 0x35e6eac9568ca703), :reuse_tree => true, :exploration_constant => 25.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.56,28.0,10.0,44.0,8.15,8.0,3,11,6.99,7.0,3,10,17.5,17.5,10,23,0.0846569271,0.0841014445,0.070005295,0.112109129,796979.6,251536.0,159328,19327056,600,"Xoshiro(0xcc1232e6d13f1f99, 0x7aa90e6200340812, 0x65773e75bff10ec2, 0x35e6eac9568ca703)",true,25.0,5
mcts_vanilla_depth=5_exploration_constant=25.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0xce932b4f1cf1c107, 0xed847a29bbd64aad, 0x0b24d6296ca524c2, 0x0ce5df0948312170), :reuse_tree => true, :exploration_constant => 25.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.34,28.0,12.0,46.0,8.3,8.0,3,12,7.15,7.0,3,10,17.5,17.5,10,23,0.055771130759999996,0.054714582,0.047655565,0.081823755,671263.68,258832.0,157216,7820464,400,"Xoshiro(0xce932b4f1cf1c107, 0xed847a29bbd64aad, 0x0b24d6296ca524c2, 0x0ce5df0948312170)",true,25.0,5
mcts_vanilla_depth=5_exploration_constant=25.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0x510df1d1b93be5c0, 0xe026eee9af938268, 0xdb60058c2ac438a1, 0x2a40fae2de697cbf), :reuse_tree => true, :exploration_constant => 25.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.48,29.0,6.0,44.0,7.76,8.0,2,12,6.72,7.0,2,11,17.5,17.5,10,23,0.28282700932,0.2821017055,0.236996413,0.342281994,860315.2,274144.0,160384,19395792,2000,"Xoshiro(0x510df1d1b93be5c0, 0xe026eee9af938268, 0xdb60058c2ac438a1, 0x2a40fae2de697cbf)",true,25.0,5
mcts_vanilla_depth=5_exploration_constant=25.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0x03f7754651d5ad52, 0x22216eae59155943, 0x6667817d78394696, 0x07df27aaea624226), :reuse_tree => true, :exploration_constant => 25.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.34,28.0,12.0,44.0,7.9,8.0,3,12,6.83,7.0,3,10,17.5,17.5,10,23,0.21620563792000003,0.2158712495,0.182000533,0.259832071,830833.12,269056.0,161536,19761168,1500,"Xoshiro(0x03f7754651d5ad52, 0x22216eae59155943, 0x6667817d78394696, 0x07df27aaea624226)",true,25.0,5
mcts_vanilla_depth=5_exploration_constant=25.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x0e86a84cbaadfefe, 0xaec6fa714efa596e, 0x6c56ffe84824bbbf, 0xbd6c4673f015f097), :reuse_tree => true, :exploration_constant => 25.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.04,28.0,12.0,44.0,8.05,8.0,3,12,6.98,7.0,3,11,17.5,17.5,10,23,0.150401203,0.150098326,0.128968574,0.197346622,883888.72,268672.0,159616,19494864,1000,"Xoshiro(0x0e86a84cbaadfefe, 0xaec6fa714efa596e, 0x6c56ffe84824bbbf, 0xbd6c4673f015f097)",true,25.0,5
mcts_vanilla_depth=5_exploration_constant=15.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0xec4aa1ba1b3954a5, 0x82b54fe3da81a9e9, 0xcb5bb43a547ceea4, 0xe088c99abd8c4960), :reuse_tree => true, :exploration_constant => 15.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.94,28.0,8.0,46.0,7.95,8.0,2,13,6.9,7.0,2,11,17.5,17.5,10,23,0.11149192913,0.111722917,0.093547653,0.154529277,829358.48,265744.0,159136,19326096,800,"Xoshiro(0xec4aa1ba1b3954a5, 0x82b54fe3da81a9e9, 0xcb5bb43a547ceea4, 0xe088c99abd8c4960)",true,15.0,5
mcts_vanilla_depth=5_exploration_constant=15.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x9395ca1170b85294, 0x1cf9fcc7d82eb7e7, 0xab71cacb767a89e1, 0x5b6a7094a7b127a9), :reuse_tree => true, :exploration_constant => 15.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.3,28.0,10.0,44.0,8.12,8.0,4,12,6.99,7.0,3,11,17.5,17.5,10,23,0.08482673101999999,0.08402596500000001,0.07138423,0.122001652,801193.04,253984.0,160768,19450512,600,"Xoshiro(0x9395ca1170b85294, 0x1cf9fcc7d82eb7e7, 0xab71cacb767a89e1, 0x5b6a7094a7b127a9)",true,15.0,5
mcts_vanilla_depth=5_exploration_constant=15.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x76e7a3db4b272c30, 0x77561dbd941bbe85, 0x0f7ed34bc0d1e24e, 0x10a648129a318f5f), :reuse_tree => true, :exploration_constant => 15.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.64,30.0,12.0,46.0,8.32,8.0,3,13,7.16,7.0,3,11,17.5,17.5,10,23,0.05654748009,0.0555060515,0.04638943,0.084594607,670858.56,249904.0,156256,9627408,400,"Xoshiro(0x76e7a3db4b272c30, 0x77561dbd941bbe85, 0x0f7ed34bc0d1e24e, 0x10a648129a318f5f)",true,15.0,5
mcts_vanilla_depth=5_exploration_constant=15.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0x3989a21e339e37a0, 0xb28d823e2855f6d5, 0xb0dd7b300c009d52, 0xd04a70b39b11c43f), :reuse_tree => true, :exploration_constant => 15.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.72,28.0,8.0,46.0,7.7,8.0,2,12,6.74,7.0,2,10,17.5,17.5,10,23,0.28120199249,0.280299218,0.233125806,0.341173098,860678.08,269680.0,158560,19494864,2000,"Xoshiro(0x3989a21e339e37a0, 0xb28d823e2855f6d5, 0xb0dd7b300c009d52, 0xd04a70b39b11c43f)",true,15.0,5
mcts_vanilla_depth=5_exploration_constant=15.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0x09a5df75bf300db5, 0x9025ddc0e38e4820, 0x78bb1abb3b94827b, 0x16d4604a0a676b63), :reuse_tree => true, :exploration_constant => 15.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.58,30.0,10.0,44.0,7.86,8.0,3,12,6.83,7.0,3,11,17.5,17.5,10,23,0.21140432558000005,0.21065584599999998,0.175738653,0.268661123,840078.88,268096.0,159424,19404432,1500,"Xoshiro(0x09a5df75bf300db5, 0x9025ddc0e38e4820, 0x78bb1abb3b94827b, 0x16d4604a0a676b63)",true,15.0,5
mcts_vanilla_depth=5_exploration_constant=15.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0xd1c4f437da56a5eb, 0x363341b9e38fb8a5, 0x1c297333126c493a, 0x75e89a5a7cefbab9), :reuse_tree => true, :exploration_constant => 15.0, :depth => 5)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.14,28.0,10.0,46.0,7.96,8.0,3,12,6.9,7.0,3,11,17.5,17.5,10,23,0.14530741447999998,0.142857234,0.121406361,0.222086923,885347.92,250576.0,161536,19382736,1000,"Xoshiro(0xd1c4f437da56a5eb, 0x363341b9e38fb8a5, 0x1c297333126c493a, 0x75e89a5a7cefbab9)",true,15.0,5
mcts_vanilla_depth=4_exploration_constant=9.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0xcbd70b3527cc11c0, 0xa0403325f148266b, 0xf63f6cd0605615bf, 0x409005ce5d791c2c), :reuse_tree => true, :exploration_constant => 9.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.14,28.0,12.0,44.0,8.0,8.0,3,12,6.9,7.0,3,10,17.5,17.5,10,23,0.09746124494000002,0.096471366,0.081546526,0.15269561,814054.16,253120.0,156160,19450992,800,"Xoshiro(0xcbd70b3527cc11c0, 0xa0403325f148266b, 0xf63f6cd0605615bf, 0x409005ce5d791c2c)",true,9.0,4
mcts_vanilla_depth=4_exploration_constant=9.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x8f8c93bfae20307b, 0xd2196cb916e02c11, 0x575e31aa01b2f312, 0x7b36a8ed45c7acb0), :reuse_tree => true, :exploration_constant => 9.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.56,28.0,12.0,46.0,8.0,8.0,4,12,6.94,7.0,3,11,17.5,17.5,10,23,0.07243716722,0.0709292395,0.062501092,0.11288356,599178.48,255520.0,155776,7380352,600,"Xoshiro(0x8f8c93bfae20307b, 0xd2196cb916e02c11, 0x575e31aa01b2f312, 0x7b36a8ed45c7acb0)",true,9.0,4
mcts_vanilla_depth=4_exploration_constant=9.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x4ffb233f2a03980b, 0xbe94c7bd16890e29, 0x46157667f0bbf555, 0xcdb6f51240674d5b), :reuse_tree => true, :exploration_constant => 9.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.72,28.0,14.0,44.0,8.27,8.0,4,12,7.14,7.0,4,11,17.5,17.5,10,23,0.04731090202000001,0.047552757,0.040996337,0.051270356,662064.0,266464.0,156832,7860784,400,"Xoshiro(0x4ffb233f2a03980b, 0xbe94c7bd16890e29, 0x46157667f0bbf555, 0xcdb6f51240674d5b)",true,9.0,4
mcts_vanilla_depth=4_exploration_constant=9.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0xd45cbe7315bef9ca, 0x637c89c081302d84, 0xa31d3dbb0f5ddd3d, 0xcccae222f76cb988), :reuse_tree => true, :exploration_constant => 9.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.62,30.0,6.0,44.0,7.82,8.0,2,11,6.77,7.0,2,10,17.5,17.5,10,23,0.24359301794,0.2430930745,0.207631025,0.302800106,836838.4,264448.0,159136,19487856,2000,"Xoshiro(0xd45cbe7315bef9ca, 0x637c89c081302d84, 0xa31d3dbb0f5ddd3d, 0xcccae222f76cb988)",true,9.0,4
mcts_vanilla_depth=4_exploration_constant=9.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0x1774f55b54e58388, 0x022209fbc026c35a, 0xefccdf67071d55de, 0x9ee7c2e9fb1d5109), :reuse_tree => true, :exploration_constant => 9.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.46,28.0,12.0,46.0,7.83,8.0,3,12,6.79,7.0,3,11,17.5,17.5,10,23,0.18343022312,0.1826401985,0.158275032,0.240986118,816714.4,254032.0,160384,19881840,1500,"Xoshiro(0x1774f55b54e58388, 0x022209fbc026c35a, 0xefccdf67071d55de, 0x9ee7c2e9fb1d5109)",true,9.0,4
mcts_vanilla_depth=4_exploration_constant=9.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x961d776e5215e062, 0xb33adc44fa71160a, 0xfcd0a1a6325d55a7, 0x27e1b0e47286a4f5), :reuse_tree => true, :exploration_constant => 9.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.26,28.0,8.0,44.0,7.84,8.0,2,12,6.79,7.0,2,10,17.5,17.5,10,23,0.12326263686,0.12296291349999999,0.106895782,0.173284053,873997.84,256720.0,156640,19452912,1000,"Xoshiro(0x961d776e5215e062, 0xb33adc44fa71160a, 0xfcd0a1a6325d55a7, 0x27e1b0e47286a4f5)",true,9.0,4
mcts_vanilla_depth=4_exploration_constant=7.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x772989ac54c1b83a, 0x5bdda83ad828a881, 0x86a0200a2cd28f36, 0xe4d1010161c93ef8), :reuse_tree => true, :exploration_constant => 7.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.0,28.0,14.0,44.0,8.05,8.0,4,12,6.96,7.0,3,11,17.5,17.5,10,23,0.09719938216000001,0.095264164,0.08300527,0.154171744,818009.36,263728.0,159712,19432272,800,"Xoshiro(0x772989ac54c1b83a, 0x5bdda83ad828a881, 0x86a0200a2cd28f36, 0xe4d1010161c93ef8)",true,7.0,4
mcts_vanilla_depth=4_exploration_constant=7.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x2b6086bb60b43b98, 0x6c31fc091424c222, 0x36c6e3048b5dfe31, 0x782a19fe46203a55), :reuse_tree => true, :exploration_constant => 7.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.9,28.0,10.0,44.0,8.06,8.0,3,12,6.96,7.0,3,11,17.5,17.5,10,23,0.07232352439999999,0.0721547025,0.062219573,0.096427863,599570.16,248464.0,157312,7380256,600,"Xoshiro(0x2b6086bb60b43b98, 0x6c31fc091424c222, 0x36c6e3048b5dfe31, 0x782a19fe46203a55)",true,7.0,4
mcts_vanilla_depth=4_exploration_constant=7.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0xb46a8a8aa2bd6922, 0xa937053c87cc2313, 0xe30d9f2ba15e5eb1, 0x8b203d563e44ecc4), :reuse_tree => true, :exploration_constant => 7.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.52,28.0,10.0,44.0,8.2,8.0,4,12,7.08,7.0,3,11,17.5,17.5,10,23,0.047067488940000006,0.046784941999999996,0.040793732,0.074805272,654197.76,244096.0,157408,9612912,400,"Xoshiro(0xb46a8a8aa2bd6922, 0xa937053c87cc2313, 0xe30d9f2ba15e5eb1, 0x8b203d563e44ecc4)",true,7.0,4
mcts_vanilla_depth=4_exploration_constant=7.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0xa8615991d556cad8, 0x8ee3d5ce1f471806, 0x71c9baf8ef006d7d, 0xf9407769aefb2fe8), :reuse_tree => true, :exploration_constant => 7.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.62,29.0,10.0,46.0,7.85,8.0,3,11,6.81,7.0,3,10,17.5,17.5,10,23,0.24394486358999998,0.2426827015,0.207063344,0.30893684,849796.48,267184.0,160288,19755120,2000,"Xoshiro(0xa8615991d556cad8, 0x8ee3d5ce1f471806, 0x71c9baf8ef006d7d, 0xf9407769aefb2fe8)",true,7.0,4
mcts_vanilla_depth=4_exploration_constant=7.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0xd4b375daeafd7ab2, 0x69bb74a43627e511, 0x01f32decdbfec5c3, 0x688bb7c91977e7bd), :reuse_tree => true, :exploration_constant => 7.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.42,28.0,10.0,44.0,7.86,8.0,3,12,6.82,7.0,3,11,17.5,17.5,10,23,0.18529720208,0.1834964215,0.149411872,0.252107099,826530.4,270736.0,160384,19406160,1500,"Xoshiro(0xd4b375daeafd7ab2, 0x69bb74a43627e511, 0x01f32decdbfec5c3, 0x688bb7c91977e7bd)",true,7.0,4
mcts_vanilla_depth=4_exploration_constant=7.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x61870ce9628cbd06, 0x3b2befc6f7f15447, 0xc34affceb1e24bf6, 0x1f41bba2e2a763d4), :reuse_tree => true, :exploration_constant => 7.0, :depth => 4)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.12,30.0,10.0,46.0,7.94,8.0,3,12,6.94,7.0,3,10,17.5,17.5,10,23,0.12391610887999999,0.1223319695,0.105467742,0.178368784,876134.8,265264.0,158752,19528656,1000,"Xoshiro(0x61870ce9628cbd06, 0x3b2befc6f7f15447, 0xc34affceb1e24bf6, 0x1f41bba2e2a763d4)",true,7.0,4
