method,solver_params,pp_params_str,N,T,c,expected_res,nᵣ,objective,res_budget_μ,mean_r,median_r,min_r,max_r,mean_u,median_u,min_u,max_u,mean_nₛ,median_nₛ,min_nₛ,max_nₛ,mean_nᵣ,median_nᵣ,min_nᵣ,max_nᵣ,mean_time,median_time,min_time,max_time,mean_bytes,median_bytes,min_bytes,max_bytes,n_iterations,rng,reuse_tree,exploration_constant,depth
mcts_vanilla_depth=12_exploration_constant=3.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0xcc33997f4ea0d18f, 0xdbbca959a02ec853, 0x1ba57de007ce86d3, 0x5c7526c6febd5af4), :reuse_tree => true, :exploration_constant => 3.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,25.04,24.0,10.0,42.0,7.95,8.0,3,12,6.76,7.0,3,11,17.5,17.5,10,23,0.24587548506,0.248612362,0.203270368,0.26340809,917593.36,246112.0,167104,19415952,1000,"Xoshiro(0xcc33997f4ea0d18f, 0xdbbca959a02ec853, 0x1ba57de007ce86d3, 0x5c7526c6febd5af4)",true,3.0,12
mcts_vanilla_depth=12_exploration_constant=10.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x229c71ecdbe4e60e, 0x8a212c2e8844030f, 0x938ef4b27b257832, 0xd9fe0b41e23a6d17), :reuse_tree => true, :exploration_constant => 10.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,26.78,28.0,8.0,42.0,7.3,7.0,2,12,6.22,6.0,2,11,17.5,17.5,10,23,0.20376438253000004,0.20623866899999999,0.17326315,0.214600719,845498.96,206896.0,166240,19530384,800,"Xoshiro(0x229c71ecdbe4e60e, 0x8a212c2e8844030f, 0x938ef4b27b257832, 0xd9fe0b41e23a6d17)",true,10.0,12
mcts_vanilla_depth=12_exploration_constant=10.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x13e02953f2798f5b, 0x7f08d9a9cfae3e32, 0xdea99a756648228a, 0xb55abbdf541d4d53), :reuse_tree => true, :exploration_constant => 10.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,26.8,26.0,8.0,44.0,7.42,8.0,2,11,6.37,6.0,2,10,17.5,17.5,10,23,0.15021905677,0.152423957,0.128040688,0.158989403,825280.4,214144.0,162496,19509936,600,"Xoshiro(0x13e02953f2798f5b, 0x7f08d9a9cfae3e32, 0xdea99a756648228a, 0xb55abbdf541d4d53)",true,10.0,12
mcts_vanilla_depth=12_exploration_constant=10.0_n_iterations=50_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 50, :rng => Xoshiro(0x5327e3c3ad531a57, 0x27d1470b52651b50, 0x3de650a2ed67dcdc, 0x4b745b26adb03a48), :reuse_tree => true, :exploration_constant => 10.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.78,22.0,4.0,46.0,7.89,8.0,2,12,6.66,7.0,2,11,17.5,17.5,10,23,0.01368037143,0.0132039495,0.008992136,0.039414782,460247.44,218080.0,158464,5275248,50,"Xoshiro(0x5327e3c3ad531a57, 0x27d1470b52651b50, 0x3de650a2ed67dcdc, 0x4b745b26adb03a48)",true,10.0,12
mcts_vanilla_depth=12_exploration_constant=10.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0xb6d01fd3fc6062f0, 0x077c429a4a7ea7a1, 0x898fd7a229c1c6b6, 0x99ca0943305710e6), :reuse_tree => true, :exploration_constant => 10.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.12,26.0,6.0,44.0,7.42,7.0,2,12,6.45,6.0,2,10,17.5,17.5,10,23,0.09998386494,0.101518903,0.082106625,0.106761042,885692.96,210640.0,162976,19310640,400,"Xoshiro(0xb6d01fd3fc6062f0, 0x077c429a4a7ea7a1, 0x898fd7a229c1c6b6, 0x99ca0943305710e6)",true,10.0,12
mcts_vanilla_depth=12_exploration_constant=10.0_n_iterations=300_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 300, :rng => Xoshiro(0x4ddea281dc00c779, 0x925c18f76e754225, 0x4f6fcb19b90654f5, 0x1a3693beff7772c5), :reuse_tree => true, :exploration_constant => 10.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,26.98,28.0,8.0,42.0,7.63,8.0,2,12,6.6,6.0,2,10,17.5,17.5,10,23,0.07526556289,0.076456932,0.061584389,0.081253885,824829.52,222160.0,162592,19494384,300,"Xoshiro(0x4ddea281dc00c779, 0x925c18f76e754225, 0x4f6fcb19b90654f5, 0x1a3693beff7772c5)",true,10.0,12
mcts_vanilla_depth=12_exploration_constant=10.0_n_iterations=200_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 200, :rng => Xoshiro(0xfc544e43327717ff, 0xbce82c14137c7b39, 0x58c763950f86b8f9, 0x37ce57b5a1574a6e), :reuse_tree => true, :exploration_constant => 10.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,26.26,25.0,4.0,48.0,7.66,8.0,2,13,6.53,6.0,2,11,17.5,17.5,10,23,0.05018067857000001,0.0509866425,0.042128435,0.054163238,600408.56,213136.0,162208,10948912,200,"Xoshiro(0xfc544e43327717ff, 0xbce82c14137c7b39, 0x58c763950f86b8f9, 0x37ce57b5a1574a6e)",true,10.0,12
mcts_vanilla_depth=12_exploration_constant=10.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x556704b7f930d5c0, 0xc048f5bb7e5e0c5b, 0xd459f15a3afdcd61, 0xcf6aa28dae8d5cea), :reuse_tree => true, :exploration_constant => 10.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.12,26.0,8.0,44.0,7.41,8.0,3,12,6.41,6.0,3,11,17.5,17.5,10,23,0.25108052497,0.25478110249999997,0.214427749,0.266776216,907512.4,218512.0,166528,21105552,1000,"Xoshiro(0x556704b7f930d5c0, 0xc048f5bb7e5e0c5b, 0xd459f15a3afdcd61, 0xcf6aa28dae8d5cea)",true,10.0,12
mcts_vanilla_depth=12_exploration_constant=1.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x48c0637ce94a36da, 0x154e708cc76dabd3, 0x091b4508ec67ec26, 0x5602e810a1d89f67), :reuse_tree => true, :exploration_constant => 1.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.28,23.0,6.0,40.0,8.09,8.0,2,13,6.99,7.0,2,11,17.5,17.5,10,23,0.19629337772000002,0.1971224255,0.170918188,0.210057206,1.02810488e6,240160.0,167008,20915376,800,"Xoshiro(0x48c0637ce94a36da, 0x154e708cc76dabd3, 0x091b4508ec67ec26, 0x5602e810a1d89f67)",true,1.0,12
mcts_vanilla_depth=12_exploration_constant=1.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x95a55b6f4e65fd57, 0x0e758f705ec17d23, 0x129400ed382628df, 0x807bf06039f65918), :reuse_tree => true, :exploration_constant => 1.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.38,22.0,8.0,42.0,8.03,8.0,2,12,6.82,7.0,2,11,17.5,17.5,10,23,0.14562557793999997,0.146453898,0.129024155,0.161492788,825135.44,220720.0,169408,20343504,600,"Xoshiro(0x95a55b6f4e65fd57, 0x0e758f705ec17d23, 0x129400ed382628df, 0x807bf06039f65918)",true,1.0,12
mcts_vanilla_depth=12_exploration_constant=1.0_n_iterations=50_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 50, :rng => Xoshiro(0x34119c078a77e042, 0x8e217fb5402f8aff, 0xf04515927f1f260a, 0x70b5be2af7799467), :reuse_tree => true, :exploration_constant => 1.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,21.54,22.0,6.0,40.0,7.44,7.5,1,12,6.39,7.0,1,10,17.5,17.5,10,23,0.01254622494,0.0121674575,0.008386158,0.033135283,458233.36,209104.0,161344,5137104,50,"Xoshiro(0x34119c078a77e042, 0x8e217fb5402f8aff, 0xf04515927f1f260a, 0x70b5be2af7799467)",true,1.0,12
mcts_vanilla_depth=12_exploration_constant=1.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x295aece9139457c7, 0x4727ea285886424c, 0x129620bb3f1e1e38, 0x82f047fb199333c0), :reuse_tree => true, :exploration_constant => 1.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.0,24.0,8.0,42.0,8.37,8.5,4,12,7.03,7.0,2,10,17.5,17.5,10,23,0.09638325386,0.0973886665,0.08120393,0.122960973,899322.08,226480.0,163744,19381872,400,"Xoshiro(0x295aece9139457c7, 0x4727ea285886424c, 0x129620bb3f1e1e38, 0x82f047fb199333c0)",true,1.0,12
mcts_vanilla_depth=12_exploration_constant=1.0_n_iterations=300_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 300, :rng => Xoshiro(0x5d983df57993fa8a, 0xf1392ca0f546f161, 0xad8755bfb8823a46, 0x43bdf75a8bc66ffd), :reuse_tree => true, :exploration_constant => 1.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.42,23.0,10.0,40.0,8.1,8.0,4,13,7.01,7.0,3,11,17.5,17.5,10,23,0.07308833584999999,0.073948102,0.061316275,0.078282513,611829.68,215680.0,161440,11643344,300,"Xoshiro(0x5d983df57993fa8a, 0xf1392ca0f546f161, 0xad8755bfb8823a46, 0x43bdf75a8bc66ffd)",true,1.0,12
mcts_vanilla_depth=12_exploration_constant=1.0_n_iterations=200_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 200, :rng => Xoshiro(0x6b7c36b2c31d13d0, 0x153a7721481e3763, 0x857db77c3550f428, 0xefd49b9e5cccada9), :reuse_tree => true, :exploration_constant => 1.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.18,22.0,8.0,38.0,7.99,8.0,4,12,6.87,7.0,3,10,17.5,17.5,10,23,0.056492611100000006,0.0522030395,0.038904738,0.450827051,597470.96,220720.0,161920,10829104,200,"Xoshiro(0x6b7c36b2c31d13d0, 0x153a7721481e3763, 0x857db77c3550f428, 0xefd49b9e5cccada9)",true,1.0,12
mcts_vanilla_depth=12_exploration_constant=1.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x5a34854e43341925, 0x726adb7e5246270c, 0xda3b5dffa2c39e36, 0xbb3daf1de31c7a99), :reuse_tree => true, :exploration_constant => 1.0, :depth => 12)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.74,24.0,10.0,42.0,8.34,8.0,4,12,7.12,7.0,3,11,17.5,17.5,10,23,0.24117062555000002,0.243329825,0.207503867,0.257208526,923092.24,226816.0,165184,21113136,1000,"Xoshiro(0x5a34854e43341925, 0x726adb7e5246270c, 0xda3b5dffa2c39e36, 0xbb3daf1de31c7a99)",true,1.0,12
mcts_vanilla_depth=10_exploration_constant=9.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x5627743d80cd8318, 0x9830a32116674a54, 0x5ff1856317b7a116, 0x4fedb9d2bd6179e3), :reuse_tree => true, :exploration_constant => 9.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.82,28.0,6.0,46.0,7.57,7.0,2,12,6.52,6.5,2,10,17.5,17.5,10,23,0.18860711825999998,0.187398815,0.156483482,0.247107518,845770.64,227872.0,161440,19413264,800,"Xoshiro(0x5627743d80cd8318, 0x9830a32116674a54, 0x5ff1856317b7a116, 0x4fedb9d2bd6179e3)",true,9.0,10
mcts_vanilla_depth=10_exploration_constant=9.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x716dc258e9975d50, 0x259c75e6b1a8f087, 0x93f91fb8fd183768, 0x21b349d7303a30e7), :reuse_tree => true, :exploration_constant => 9.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.72,28.0,4.0,42.0,7.65,8.0,2,12,6.63,6.0,2,10,17.5,17.5,10,23,0.13889619004,0.137712312,0.112378148,0.182828821,821057.36,227152.0,161248,19749744,600,"Xoshiro(0x716dc258e9975d50, 0x259c75e6b1a8f087, 0x93f91fb8fd183768, 0x21b349d7303a30e7)",true,9.0,10
mcts_vanilla_depth=10_exploration_constant=9.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x7b6e2928880d6edb, 0xb478d56effdeb7ef, 0x0fb2da12a81a828e, 0xf5099dbc54330c7d), :reuse_tree => true, :exploration_constant => 9.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.72,28.0,6.0,48.0,7.62,8.0,2,12,6.58,7.0,2,10,17.5,17.5,10,23,0.09327048101,0.09271281,0.075818157,0.129761728,867021.92,224944.0,161728,19489200,400,"Xoshiro(0x7b6e2928880d6edb, 0xb478d56effdeb7ef, 0x0fb2da12a81a828e, 0xf5099dbc54330c7d)",true,9.0,10
mcts_vanilla_depth=10_exploration_constant=9.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0xf6b36da23ce01e46, 0x57612cf61bd52b93, 0x3b09895be459062c, 0x236f718cf18f7472), :reuse_tree => true, :exploration_constant => 9.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.92,28.0,8.0,44.0,7.52,7.0,2,11,6.54,7.0,2,10,17.5,17.5,10,23,0.46089982713999994,0.4596699305,0.377193411,0.556303436,1.10616384e6,247216.0,165664,21322320,2000,"Xoshiro(0xf6b36da23ce01e46, 0x57612cf61bd52b93, 0x3b09895be459062c, 0x236f718cf18f7472)",true,9.0,10
mcts_vanilla_depth=10_exploration_constant=9.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0xc8b7cd4c71110480, 0xee838a10876de6b1, 0x15a9646ec8215832, 0xa8f8152637138e59), :reuse_tree => true, :exploration_constant => 9.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.02,28.0,8.0,46.0,7.58,8.0,2,12,6.52,6.5,2,10,17.5,17.5,10,23,0.35270703749000004,0.35071280149999995,0.294712048,0.416219629,1.07976568e6,247168.0,164800,20992848,1500,"Xoshiro(0xc8b7cd4c71110480, 0xee838a10876de6b1, 0x15a9646ec8215832, 0xa8f8152637138e59)",true,9.0,10
mcts_vanilla_depth=10_exploration_constant=9.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x0cfd2cbaef1fcc00, 0x8e56f9984c40ff92, 0x24304a3b7883dd14, 0xa068f39b3a5c569c), :reuse_tree => true, :exploration_constant => 9.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.4,28.0,6.0,46.0,7.69,8.0,2,12,6.65,7.0,2,11,17.5,17.5,10,23,0.23727227575000004,0.23514007399999998,0.195055481,0.298648358,922538.32,244864.0,165280,20856240,1000,"Xoshiro(0x0cfd2cbaef1fcc00, 0x8e56f9984c40ff92, 0x24304a3b7883dd14, 0xa068f39b3a5c569c)",true,9.0,10
mcts_vanilla_depth=10_exploration_constant=7.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x34ee208016034ccd, 0x1d4b67436f5fcd39, 0xbd9a4efca000f26f, 0x1628408e5dc5887d), :reuse_tree => true, :exploration_constant => 7.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.26,28.0,4.0,44.0,7.46,8.0,2,11,6.45,6.0,2,10,17.5,17.5,10,23,0.18842303035,0.1871506905,0.159750675,0.238454727,849617.36,240112.0,163072,19380336,800,"Xoshiro(0x34ee208016034ccd, 0x1d4b67436f5fcd39, 0xbd9a4efca000f26f, 0x1628408e5dc5887d)",true,7.0,10
mcts_vanilla_depth=10_exploration_constant=7.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x64de2bb31ddbf996, 0xf04f9008c5211b72, 0x7bdcb9b6520594f2, 0xb88c63882b880a8f), :reuse_tree => true, :exploration_constant => 7.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,26.9,26.0,10.0,42.0,7.54,7.0,3,12,6.47,6.0,3,10,17.5,17.5,10,23,0.14220002209000002,0.141000339,0.121730677,0.193227631,818772.56,216496.0,164416,19360080,600,"Xoshiro(0x64de2bb31ddbf996, 0xf04f9008c5211b72, 0x7bdcb9b6520594f2, 0xb88c63882b880a8f)",true,7.0,10
mcts_vanilla_depth=10_exploration_constant=7.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0xd9a12e14339ce052, 0x0e02b7efde4b747c, 0x869f053352493846, 0xd98ccdc8f2c19bc6), :reuse_tree => true, :exploration_constant => 7.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.36,28.0,4.0,42.0,7.75,8.0,3,11,6.68,7.0,3,10,17.5,17.5,10,23,0.09339835745999998,0.092086899,0.076480012,0.153067305,875996.96,231040.0,162784,19309392,400,"Xoshiro(0xd9a12e14339ce052, 0x0e02b7efde4b747c, 0x869f053352493846, 0xd98ccdc8f2c19bc6)",true,7.0,10
mcts_vanilla_depth=10_exploration_constant=7.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0x83c201b2d509655d, 0xa5f2e612da4e996a, 0x8f5b2cbcd336604b, 0x6cdd656d940758d2), :reuse_tree => true, :exploration_constant => 7.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.9,28.0,8.0,46.0,7.56,8.0,3,12,6.5,6.0,3,10,17.5,17.5,10,23,0.46311683251999997,0.46329132250000005,0.377376605,0.533854267,1.03038304e6,242128.0,166336,21356688,2000,"Xoshiro(0x83c201b2d509655d, 0xa5f2e612da4e996a, 0x8f5b2cbcd336604b, 0x6cdd656d940758d2)",true,7.0,10
mcts_vanilla_depth=10_exploration_constant=7.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0x00af1a3ed45f3080, 0xcca6e8cb8e90e6e4, 0x4b5828b9532b6da2, 0x97c98c59faab02d3), :reuse_tree => true, :exploration_constant => 7.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.72,28.0,6.0,48.0,7.67,7.0,2,12,6.61,7.0,2,10,17.5,17.5,10,23,0.35696600049999994,0.353996186,0.312836135,0.427948961,1.08218968e6,269728.0,164032,21142608,1500,"Xoshiro(0x00af1a3ed45f3080, 0xcca6e8cb8e90e6e4, 0x4b5828b9532b6da2, 0x97c98c59faab02d3)",true,7.0,10
mcts_vanilla_depth=10_exploration_constant=7.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0xbcb89381e468647e, 0x94fdd261a6b92871, 0x7f16384244a5abca, 0x51ce2f1c165bfc1d), :reuse_tree => true, :exploration_constant => 7.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.12,27.0,8.0,48.0,7.35,7.0,2,12,6.32,6.0,2,10,17.5,17.5,10,23,0.23501098001999998,0.232876052,0.195502223,0.28835274,909268.24,234976.0,166816,19380816,1000,"Xoshiro(0xbcb89381e468647e, 0x94fdd261a6b92871, 0x7f16384244a5abca, 0x51ce2f1c165bfc1d)",true,7.0,10
mcts_vanilla_depth=10_exploration_constant=50.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x6ece21a59dd0a60e, 0x060717e26530159d, 0x12ea0085723814cd, 0x77dd5ac2e79150f0), :reuse_tree => true, :exploration_constant => 50.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.14,30.0,8.0,44.0,8.34,8.0,3,13,7.18,7.0,3,11,17.5,17.5,10,23,0.18534763508000002,0.1842500385,0.152877509,0.233482454,1.03255352e6,271600.0,157120,20610000,800,"Xoshiro(0x6ece21a59dd0a60e, 0x060717e26530159d, 0x12ea0085723814cd, 0x77dd5ac2e79150f0)",true,50.0,10
mcts_vanilla_depth=10_exploration_constant=50.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x089241e5efe4ac64, 0x07215e1af79cf0f2, 0x2f044b6b1b7d1dfa, 0x6cb63e5dcb64b5ff), :reuse_tree => true, :exploration_constant => 50.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.68,28.0,10.0,44.0,8.31,8.0,3,13,7.13,7.0,3,10,17.5,17.5,10,23,0.13676402686,0.136036241,0.108605387,0.196846294,997521.92,267040.0,161344,19564944,600,"Xoshiro(0x089241e5efe4ac64, 0x07215e1af79cf0f2, 0x2f044b6b1b7d1dfa, 0x6cb63e5dcb64b5ff)",true,50.0,10
mcts_vanilla_depth=10_exploration_constant=50.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x5408b0612eaedfd6, 0x42cf71ab96d94558, 0xc93e11cb0769df60, 0x0d203a4543c8e6a9), :reuse_tree => true, :exploration_constant => 50.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.02,28.0,8.0,44.0,8.41,8.0,3,13,7.26,7.0,3,12,17.5,17.5,10,23,0.09104159069,0.08961843850000001,0.074944331,0.12579019,912973.28,268288.0,156544,19458384,400,"Xoshiro(0x5408b0612eaedfd6, 0x42cf71ab96d94558, 0xc93e11cb0769df60, 0x0d203a4543c8e6a9)",true,50.0,10
mcts_vanilla_depth=10_exploration_constant=50.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0xce05ea2ac7f3080a, 0xa19d8ae9431597c1, 0x9e471cc769aad3c4, 0xec29f5ee6629c40c), :reuse_tree => true, :exploration_constant => 50.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.58,28.0,12.0,46.0,7.88,8.0,3,12,6.78,7.0,3,11,17.5,17.5,10,23,0.46139997029000007,0.4633917025,0.387556038,0.538814937,1.137912e6,271504.0,160864,19390608,2000,"Xoshiro(0xce05ea2ac7f3080a, 0xa19d8ae9431597c1, 0x9e471cc769aad3c4, 0xec29f5ee6629c40c)",true,50.0,10
mcts_vanilla_depth=10_exploration_constant=50.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0x23eadb14fe2adeed, 0xac4fcfd9c4b846f2, 0xc345f2af6c6f5b28, 0x749a7d2d6e1edffd), :reuse_tree => true, :exploration_constant => 50.0, :depth => 10)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.28,29.0,8.0,50.0,8.01,8.0,2,13,6.92,7.0,2,12,17.5,17.5,10,23,0.34847009829000003,0.3465001285,0.288219972,0.423446665,1.1102092e6,268336.0,160864,19395792,1500,"Xoshiro(0x23eadb14fe2adeed, 0xac4fcfd9c4b846f2, 0xc345f2af6c6f5b28, 0x749a7d2d6e1edffd)",true,50.0,10
